title,authors,keywords,abstract,date,cite_num,doi
Hierarchical Bayesian Regression for Multi-site Normative Modeling of Neuroimaging Data.,"[{'@pid': '134/1827', 'text': 'Seyed Mostafa Kia'}, {'@pid': '266/1743', 'text': 'Hester Huijsdens'}, {'@pid': '266/1587', 'text': 'Richard Dinga'}, {'@pid': '266/1713', 'text': 'Thomas Wolfers'}, {'@pid': '68/11383', 'text': 'Maarten Mennes'}, {'@pid': '125/4395', 'text': 'Ole A. Andreassen'}, {'@pid': '56/11232', 'text': 'Lars T. Westlye'}, {'@pid': '87/5305', 'text': 'Christian F. Beckmann'}, {'@pid': '74/10749', 'text': 'Andre F. Marquand'}]","['Machinelearning', 'Bigdata', 'Precisionpsychiatry']","Clinical neuroimaging has recently witnessed explosive growth in data availability which brings studying heterogeneity in clinical cohorts to the spotlight. Normative modeling is an emerging statistical tool for achieving this objective. However, its application remains technically challenging due to difficulties in properly dealing with nuisance variation, for example due to variability in image acquisition devices. Here, in a fully probabilistic framework, we propose an application of hierarchical Bayesian regression (HBR) for multi-site normative modeling. Our experimental results confirm the superiority of HBR in deriving more accurate normative ranges on large multi-site neuroimaging data compared to widely used methods. This provides the possibility i) to learn the normative range of structural and functional brain measures on large multi-site data; ii) to recalibrate and reuse the learned model on local small data; therefore, HBR closes the technical loop for applying normative modeling as a medical tool for the diagnosis and prognosis of mental disorders.",2020/9/29,2,10.1007/978-3-030-59728-3_68
"DISCo - Deep Learning, Instance Segmentation, and Correlations for Cell Segmentation in Calcium Imaging.","[{'@pid': '209/4854', 'text': 'Elke Kirschbaum'}, {'@pid': '227/6453', 'text': 'Alberto Bailoni'}, {'@pid': '18/4529', 'text': 'Fred A. Hamprecht'}]","['Calciumimaging', 'Cellsegmentation', 'Neuroimaginganalysis']","Calcium imaging is one of the most important tools in neurophysiology as it enables the observation of neuronal activity for hundreds of cells in parallel and at single-cell resolution. In order to use the data gained with calcium imaging, it is necessary to extract individual cells and their activity from the recordings. We present DISCo, a novel approach for the cell segmentation in calcium imaging videos. We use temporal information from the recordings in a computationally efficient way by computing correlations between pixels and combine it with shape-based information to identify active as well as non-active cells. We first learn to predict whether two pixels belong to the same cell; this information is summarized in an undirected, edge-weighted graph which we then partition. Evaluating our method on the Neurofinder public benchmark shows that DISCo outperforms all existing models trained on these datasets.",2020/9/29,2,10.1007/978-3-030-59722-1_15
Weakly Supervised Multiple Instance Learning Histopathological Tumor Segmentation.,"[{'@pid': '239/9835', 'text': 'Marvin Lerousseau'}, {'@pid': '169/9108', 'text': 'Maria Vakalopoulou'}, {'@pid': '262/7465', 'text': 'Marion Classe'}, {'@pid': '188/1244', 'text': 'Julien Adam'}, {'@pid': '216/8496', 'text': 'Enzo Battistella'}, {'@pid': '250/3858', 'text': 'Alexandre Carr¨¦'}, {'@pid': '235/3498', 'text': 'Th¨¦o Estienne'}, {'@pid': '262/7676', 'text': 'Th¨¦ophraste Henry'}, {'@pid': '235/3472', 'text': 'Eric Deutsch'}, {'@pid': 'p/NikosParagios', 'text': 'Nikos Paragios'}]","['Weaklysupervisedlearning', 'Histopathologicalsegmentation', 'Multipleinstancelearning', 'Tumorsegmentation']","Histopathological image segmentation is a challenging and important topic in medical imaging with tremendous potential impact in clinical practice. State of the art methods rely on hand-crafted annotations which hinder clinical translation since histology suffers from significant variations between cancer phenotypes. In this paper, we propose a weakly supervised framework for whole slide imaging segmentation that relies on standard clinical annotations, available in most medical systems. In particular, we exploit a multiple instance learning scheme for training models. The proposed framework has been evaluated on multi-locations and multi-centric public data from The Cancer Genome Atlas and the PatchCamelyon dataset. Promising results when compared with experts¡¯ annotations demonstrate the potentials of the presented approach. The complete framework, including 6481 generated tumor maps and data processing, is available at https://github.com/marvinler/tcga_segmentation.",2020/9/29,2,10.1007/978-3-030-59722-1_45
Self-Loop Uncertainty - A Novel Pseudo-Label for Semi-supervised Medical Image Segmentation.,"[{'@pid': '165/6204', 'text': 'Yuexiang Li'}, {'@pid': '03/1390', 'text': 'Jiawei Chen'}, {'@pid': '215/8397', 'text': 'Xinpeng Xie'}, {'@pid': '86/7113-2', 'text': 'Kai Ma 0002'}, {'@pid': '44/6510', 'text': 'Yefeng Zheng'}]","['Semi-supervisedlearning', 'Pseudo-label', 'Jigsawpuzzles']","Witnessing the success of deep learning neural networks in natural image processing, an increasing number of studies have been proposed to develop deep-learning-based frameworks for medical image segmentation. However, since the pixel-wise annotation of medical images is laborious and expensive, the amount of annotated data is usually deficient to well-train a neural network. In this paper, we propose a semi-supervised approach to train neural networks with limited labeled data and a large quantity of unlabeled images for medical image segmentation. A novel pseudo-label (namely self-loop uncertainty), generated by recurrently optimizing the neural network with a self-supervised task, is adopted as the ground-truth for the unlabeled images to augment the training set and boost the segmentation accuracy. The proposed self-loop uncertainty can be seen as an approximation of the uncertainty estimation yielded by ensembling multiple models with a significant reduction of inference time. Experimental results on two publicly available datasets demonstrate the effectiveness of our semi-supervised approach.",2020/9/29,2,10.1007/978-3-030-59710-8_60
Joint Image Quality Assessment and Brain Extraction of Fetal MRI Using Deep Learning.,"[{'@pid': '230/4255', 'text': 'Lufan Liao'}, {'@pid': '76/1584-13', 'text': 'Xin Zhang 0013'}, {'@pid': '236/1791', 'text': 'Fenqiang Zhao'}, {'@pid': '24/6538', 'text': 'Tao Zhong'}, {'@pid': '207/0651', 'text': 'Yuchen Pei'}, {'@pid': '28/9939', 'text': 'Xiangmin Xu'}, {'@pid': '58/6810-26', 'text': 'Li Wang 0026'}, {'@pid': '24/2058', 'text': 'He Zhang'}, {'@pid': '14/4383', 'text': 'Dinggang Shen'}, {'@pid': '62/2655-1', 'text': 'Gang Li 0001'}]","['FetalMRI', 'Qualityassessment', 'Brainextraction']","Quality assessment (QA) and brain extraction (BE) are two fundamental steps in 3D fetal brain MRI reconstruction and quantification. Conventionally, QA and BE are performed independently, ignoring the inherent relation of the two closely-related tasks. However, both of them focus on the brain region representation, so they can be jointly optimized to ensure the network to learn shared features and avoid overfitting. To this end, we propose a novel multi-stage deep learning model for joint QA and BE of fetal MRI. The locations and orientations of fetal brains are randomly variable, and the shapes and appearances of fetal brains change remarkably across gestational ages, thus imposing great challenges to extract shared features of QA and BE. To address these problems, we firstly design a brain detector to locate the brain region. Then we introduce the deformable convolution to adaptively adjust the receptive field for dealing with variable brain shapes. Finally, a task-specific module is used for image QA and BE simultaneously. To obtain a well-trained model, we further propose a multi-step training strategy. We cross validate our method on two independent fetal MRI datasets acquired from different scanners with different imaging protocols, and achieve promising performance.",2020/9/29,2,10.1007/978-3-030-59725-2_40
Unsupervised Surgical Instrument Segmentation via Anchor Generation and Semantic Diffusion.,"[{'@pid': '222/2701', 'text': 'Daochang Liu'}, {'@pid': '244/8599', 'text': 'Yuhui Wei'}, {'@pid': '72/2833', 'text': 'Tingting Jiang'}, {'@pid': '71/3387-1', 'text': 'Yizhou Wang 0001'}, {'@pid': '250/4145', 'text': 'Rulin Miao'}, {'@pid': '194/8543', 'text': 'Fei Shan'}, {'@pid': '177/3057', 'text': 'Ziyu Li'}]","['Surgicalinstrumentsegmentation', 'Unsupervisedlearning', 'Semanticdiffusion']","Surgical instrument segmentation is a key component in developing context-aware operating rooms. Existing works on this task heavily rely on the supervision of a large amount of labeled data, which involve laborious and expensive human efforts. In contrast, a more affordable unsupervised approach is developed in this paper. To train our model, we first generate anchors as pseudo labels for instruments and background tissues respectively by fusing coarse handcrafted cues. Then a semantic diffusion loss is proposed to resolve the ambiguity in the generated anchors via the feature correlation between adjacent video frames. In the experiments on the binary instrument segmentation task of the 2017 MICCAI EndoVis Robotic Instrument Segmentation Challenge dataset, the proposed method achieves 0.71 IoU and 0.81 Dice score without using a single manual annotation, which is promising to show the potential of unsupervised learning for surgical tool segmentation.",2020/9/29,2,10.1007/978-3-030-59716-0_63
Encoding Metal Mask Projection for Metal Artifact Reduction in Computed Tomography.,"[{'@pid': '171/7711', 'text': 'Yuanyuan Lyu'}, {'@pid': '123/7222', 'text': 'Wei-An Lin'}, {'@pid': '188/5698', 'text': 'Haofu Liao'}, {'@pid': '80/199', 'text': 'Jingjing Lu'}, {'@pid': '57/98', 'text': 'S. Kevin Zhou'}]","['Artifactreduction', 'Sinograminpainting', 'Imageenhancement']","Metal artifact reduction (MAR) in computed tomography (CT) is a notoriously challenging task because the artifacts are structured and non-local in the image domain. However, they are inherently local in the sinogram domain. Thus, one possible approach to MAR is to exploit the latter characteristic by learning to reduce artifacts in the sinogram. However, if we directly treat the metal-affected regions in sinogram as missing and replace them with the surrogate data generated by a neural network, the artifact-reduced CT images tend to be over-smoothed and distorted since fine-grained details within the metal-affected regions are completely ignored. In this work, we provide analytical investigation to the issue and propose to address the problem by (1) retaining the metal-affected regions in sinogram and (2) replacing the binarized metal trace with the metal mask projection such that the geometry information of metal implants is encoded. Extensive experiments on simulated datasets and expert evaluations on clinical images demonstrate that our novel network yields anatomically more precise artifact-reduced images than the state-of-the-art approaches, especially when metallic objects are large.
",2020/9/29,2,10.1007/978-3-030-59713-9_15
Are Fast Labeling Methods Reliable? A Case Study of Computer-Aided Expert Annotations on Microscopy Slides.,"[{'@pid': '125/6134', 'text': 'Christian Marzahl'}, {'@pid': '203/9018', 'text': 'Christof A. Bertram'}, {'@pid': '166/6549', 'text': 'Marc Aubreville'}, {'@pid': '262/6526', 'text': 'Anne Petrick'}, {'@pid': '262/6107', 'text': 'Kristina Weiler'}, {'@pid': '262/6396', 'text': 'Agnes C. Gl?sel'}, {'@pid': '236/4855', 'text': 'Marco Fragoso'}, {'@pid': '236/4943', 'text': 'Sophie Merz'}, {'@pid': '236/5072', 'text': 'Florian Bartenschlager'}, {'@pid': '262/6525', 'text': 'Judith Hoppe'}, {'@pid': '262/6568', 'text': 'Alina Langenhagen'}, {'@pid': '247/0882', 'text': 'Anne-Katherine Jasensky'}, {'@pid': '235/2628', 'text': 'J?rn Voigt'}, {'@pid': '203/8433', 'text': 'Robert Klopfleisch'}, {'@pid': '131/7133', 'text': 'Andreas Maier 0001'}]","['Expert-algorithmcollaboration', 'Computer-aidedlabelling', 'Microscopy', 'Pathology']","Deep-learning-based pipelines have shown the potential to revolutionalize microscopy image diagnostics by providing visual augmentations and evaluations to a trained pathology expert. However, to match human performance, the methods rely on the availability of vast amounts of high-quality labeled data, which poses a significant challenge. To circumvent this, augmented labeling methods, also known as expert-algorithm-collaboration, have recently become popular. However, potential biases introduced by this operation mode and their effects for training deep neuronal networks are not entirely understood. This work aims to shed light on some of the effects by providing a case study for three pathologically relevant diagnostic settings. Ten trained pathology experts performed a labeling tasks first without and later with computer-generated augmentation. To investigate different biasing effects, we intentionally introduced errors to the augmentation. In total, the pathology experts annotated 26,015 cells on 1,200 images in this novel annotation study. Backed by this extensive data set, we found that the concordance of multiple experts was significantly increased in the computer-aided setting, versus the unaided annotation. However, a significant percentage of the deliberately introduced false labels was not identified by the experts.",2020/9/29,2,10.1007/978-3-030-59710-8_3
CNN-GCN Aggregation Enabled Boundary Regression for Biomedical Image Segmentation.,"[{'@pid': '275/6822', 'text': 'Yanda Meng'}, {'@pid': '53/9868', 'text': 'Meng Wei'}, {'@pid': '150/4082', 'text': 'Dongxu Gao'}, {'@pid': '17/9876', 'text': 'Yitian Zhao'}, {'@pid': '54/230', 'text': 'Xiaoyun Yang'}, {'@pid': '60/5414-1', 'text': 'Xiaowei Huang 0001'}, {'@pid': '15/952', 'text': 'Yalin Zheng'}]","['Regression', 'Segmentation', 'GCN', 'Attention', 'Aggregation']","Accurate segmentation of anatomic structure is an essential task for biomedical image analysis. Recent popular object contours regression based segmentation methods have increasingly attained researchers¡¯ attentions. They made a new starting point to tackle segmentation tasks instead of commonly used dense pixels classification methods. However, because of the nature of CNN based network (lack of spatial information) and the difficulty of this methodology itself (need of more spatial information), these methods needed extra process to maintain more spatial features, which may cause longer inference time or tedious design and inference process. To address the issue, this paper proposes a simple, intuitive deep learning based contour regression model. We develop a novel multi-level, multi-stage aggregated network to regress the coordinates of the contour of instances directly in an end-to-end manner. The proposed network seamlessly links convolution neural network (CNN) with Attention Refinement module (AR) and Graph Convolution Network (GCN). By hierarchically and iteratively combining features over different layers of the CNN, the proposed model obtains sufficient low-level features and high-level semantic information from the input image. Besides, our model pays distinct attention to the objects¡¯ contours with the help of AR and GCN. Primarily, thanks to the proposed aggregated GCN and vertices sampling method, our model benefits from direct feature learning of the objects¡¯ contour locations from sparse to dense and the spatial information propagation across the whole input image. Experiments on the segmentation of fetal head (FH) in ultrasound images and of the optic disc (OD) and optic cup (OC) in color fundus images demonstrate that our method outperforms state-of-the-art methods in terms of effectiveness and efficiency.",2020/9/29,2,10.1007/978-3-030-59719-1_35
DECAPS - Detail-Oriented Capsule Networks.,"[{'@pid': '207/7586', 'text': 'Aryan Mobiny'}, {'@pid': '263/4078', 'text': 'Pengyu Yuan'}, {'@pid': '263/4153', 'text': 'Pietro Antonio Cicalese'}, {'@pid': '59/9550', 'text': 'Hien Van Nguyen'}]","['Capsulenetwork', 'Chestradiography', 'Pneumonia']","Capsule Networks (CapsNets) have demonstrated to be a promising alternative to Convolutional Neural Networks (CNNs). However, they often fall short of state-of-the-art accuracies on large-scale high-dimensional datasets. We propose a Detail-Oriented Capsule Network (DECAPS) that combines the strength of CapsNets with several novel techniques to boost its classification accuracies. First, DECAPS uses an Inverted Dynamic Routing (IDR) mechanism to group lower-level capsules into heads before sending them to higher-level capsules. This strategy enables capsules to selectively attend to small but informative details within the data which may be lost during pooling operations in CNNs. Second, DECAPS employs a Peekaboo training procedure, which encourages the network to focus on fine-grained information through a second-level attention scheme. Finally, the distillation process improves the robustness of DECAPS by averaging over the original and attended image region predictions. We provide extensive experiments on the CheXpert and RSNA Pneumonia datasets to validate the effectiveness of DECAPS. Our networks achieve state-of-the-art accuracies not only in classification (increasing the average area under ROC curves from 87.24% to 92.82% on the CheXpert dataset) but also in the weakly-supervised localization of diseased areas (increasing average precision from 41.7% to 80% for the RSNA Pneumonia detection dataset).
",2020/9/29,2,10.1007/978-3-030-59710-8_15
Recognition of Instrument-Tissue Interactions in Endoscopic Videos via Action Triplets.,"[{'@pid': '175/8669', 'text': 'Chinedu Innocent Nwoye'}, {'@pid': '270/3649', 'text': 'Cristians Gonzalez'}, {'@pid': '32/1593-9', 'text': 'Tong Yu 0009'}, {'@pid': '270/2969', 'text': 'Pietro Mascagni'}, {'@pid': '43/1475', 'text': 'Didier Mutter'}, {'@pid': '18/1992', 'text': 'Jacques Marescaux'}, {'@pid': '60/6834', 'text': 'Nicolas Padoy'}]","['Surgicalactivityrecognition', 'Actiontriplet', 'Tool-tissueinteraction', 'Deeplearning', 'Endoscopicvideo', 'CholecT40']","Recognition of surgical activity is an essential component to develop context-aware decision support for the operating room. In this work, we tackle the recognition of fine-grained activities, modeled as action triplets \(\langle instrument, verb, target \rangle \) representing the tool activity. To this end, we introduce a new laparoscopic dataset, CholecT40, consisting of 40 videos from the public dataset Cholec80 in which all frames have been annotated using 128 triplet classes. Furthermore, we present an approach to recognize these triplets directly from the video data. It relies on a module called class activation guide, which uses the instrument activation maps to guide the verb and target recognition. To model the recognition of multiple triplets in the same frame, we also propose a trainable 3D interaction space, which captures the associations between the triplet components. Finally, we demonstrate the significance of these contributions via several ablation studies and comparisons to baselines on CholecT40.",2020/9/29,2,10.1007/978-3-030-59716-0_35
Searching for Efficient Architecture for Instrument Segmentation in Robotic Surgery.,"[{'@pid': '198/1260', 'text': 'Daniil Pakhomov'}, {'@pid': 'n/NassirNavab', 'text': 'Nassir Navab'}]",[],"Segmentation of surgical instruments is an important problem in robot-assisted surgery: it is a crucial step towards full instrument pose estimation and is directly used for masking of augmented reality overlays during surgical procedures. Most applications rely on accurate real-time segmentation of high-resolution surgical images. While previous research focused primarily on methods that deliver high accuracy segmentation masks, majority of them can not be used for real-time applications due to their computational cost. In this work, we design a light-weight and highly-efficient deep residual architecture which is tuned to perform real-time inference of high-resolution images. To account for reduced accuracy of the discovered light-weight deep residual network and avoid adding any additional computational burden, we perform a differentiable search over dilation rates for residual units of our network. We test our discovered architecture on the EndoVis 2017 Robotic Instruments dataset and verify that our model is the state-of-the-art in terms of speed and accuracy tradeoff with a speed of up?to 125 FPS on high resolution images.",2020/9/29,2,10.1007/978-3-030-59716-0_62
Simulation of Brain Resection for Cavity Segmentation Using Self-supervised and Semi-supervised Learning.,"[{'@pid': '260/6785', 'text': 'Fernando P¨¦rez-Garc¨ªa'}, {'@pid': '93/11388', 'text': 'Roman Rodionov'}, {'@pid': '268/6795', 'text': 'Ali Alim-Marvasti'}, {'@pid': '09/8486', 'text': 'Rachel Sparks'}, {'@pid': '33/6054', 'text': 'John S. Duncan'}, {'@pid': '40/2838', 'text': 'S¨¦bastien Ourselin'}]","['Neurosurgery', 'Segmentation', 'Self-supervisedlearning']","Resective surgery may be curative for drug-resistant focal epilepsy, but only 40% to 70% of patients achieve seizure freedom after surgery. Retrospective quantitative analysis could elucidate patterns in resected structures and patient outcomes to improve resective surgery. However, the resection cavity must first be segmented on the postoperative MR image. Convolutional neural networks (CNNs) are the state-of-the-art image segmentation technique, but require large amounts of annotated data for training. Annotation of medical images is a time-consuming process requiring highly-trained raters, and often suffering from high inter-rater variability. Self-supervised learning can be used to generate training instances from unlabeled data. We developed an algorithm to simulate resections on preoperative MR images. We curated a new dataset, EPISURG, comprising 431 postoperative and 269 preoperative MR images from 431 patients who underwent resective surgery. In addition to EPISURG, we used three public datasets comprising 1813 preoperative MR images for training. We trained a 3D CNN on artificially resected images created on the fly during training, using images from 1) EPISURG, 2) public datasets and 3) both. To evaluate trained models, we calculate Dice score (DSC) between model segmentations and 200 manual annotations performed by three human raters. The model trained on data with manual annotations obtained a median (interquartile range) DSC of 65.3 (30.6). The DSC of our best-performing model, trained with no manual annotations, is 81.7 (14.2). For comparison, inter-rater agreement between human annotators was 84.0 (9.9). We demonstrate a training method for CNNs using simulated resection cavities that can accurately segment real resection cavities, without manual annotations.",2020/9/29,2,10.1007/978-3-030-59716-0_12
Non-Rigid Volume to Surface Registration Using a Data-Driven Biomechanical Model.,"[{'@pid': '192/4799', 'text': 'Micha Pfeiffer'}, {'@pid': '217/5128', 'text': 'Carina Riediger'}, {'@pid': '192/1917', 'text': 'Stefan Leger'}, {'@pid': '40/9596', 'text': 'Jens-Peter K¨¹hn'}, {'@pid': '266/3073', 'text': 'Danilo Seppelt'}, {'@pid': '54/3451', 'text': 'Ralf-Thorsten Hoffmann'}, {'@pid': '217/5026', 'text': 'J¨¹rgen Weitz'}, {'@pid': '39/6736', 'text': 'Stefanie Speidel'}]","['Liverregistration', 'Soft-tissue', 'Surgicalnavigation', 'CNN']"," Non-rigid registration is a key component in soft-tissue navigation. We focus on laparoscopic liver surgery, where we register the organ model obtained from a preoperative CT scan to the intraoperative partial organ surface, reconstructed from the laparoscopic video. This is a challenging task due to sparse and noisy intraoperative data, real-time requirements and many unknowns - such as tissue properties and boundary conditions. Furthermore, establishing correspondences between pre- and intraoperative data can be extremely difficult since the liver usually lacks distinct surface features and the used imaging modalities suffer from very different types of noise. In this work, we train a convolutional neural network to perform both the search for surface correspondences as well as the non-rigid registration in one step. The network is trained on physically accurate biomechanical simulations of randomly generated, deforming organ-like structures. This enables the network to immediately generalize to a new patient organ without the need to re-train. We add various amounts of noise to the intraoperative surfaces during training, making the network robust to noisy intraoperative data. During inference, the network outputs the displacement field which matches the preoperative volume to the partial intraoperative surface. In multiple experiments, we show that the network translates well to real data while maintaining a high inference speed. Our code is made available online.",2020/9/29,2,10.1007/978-3-030-59719-1_70
Simultaneous Estimation of X-Ray Back-Scatter and Forward-Scatter Using Multi-task Learning.,"[{'@pid': '235/2478', 'text': 'Philipp Roser'}, {'@pid': '142/2265', 'text': 'Xia Zhong'}, {'@pid': '216/2210', 'text': 'Annette Birkhold'}, {'@pid': '173/2255', 'text': 'Alexander Preuhs'}, {'@pid': '197/5011', 'text': 'Christopher Syben'}, {'@pid': '205/6637', 'text': 'Elisabeth Hoppe'}, {'@pid': '42/3080', 'text': 'Norbert Strobel'}, {'@pid': '17/5276', 'text': 'Markus Kowarschik'}, {'@pid': '79/3714', 'text': 'Rebecca Fahrig'}, {'@pid': '131/7133', 'text': 'Andreas K. Maier'}]","['X-rayscatter', 'Skindose', 'Multi-tasklearning']","Scattered radiation is a major concern impacting X-ray image-guided procedures in two ways. First, back-scatter significantly contributes to patient (skin) dose during complicated interventions. Second, forward-scattered radiation reduces contrast in projection images and introduces artifacts in 3-D reconstructions. While conventionally employed anti-scatter grids improve image quality by blocking X-rays, the additional attenuation due to the anti-scatter grid at the detector needs to be compensated for by a higher patient entrance dose. This also increases the room dose affecting the staff caring for the patient. For skin dose quantification, back-scatter is usually accounted for by applying pre-determined scalar back-scatter factors or linear point spread functions to a primary kerma forward projection onto a patient surface point. However, as patients come in different shapes, the generalization of conventional methods is limited. Here, we propose a novel approach combining conventional techniques with learning-based methods to simultaneously estimate the forward-scatter reaching the detector as well as the back-scatter affecting the patient skin dose. Knowing the forward-scatter, we can correct X-ray projections, while a good estimate of the back-scatter component facilitates an improved skin dose assessment. To simultaneously estimate forward-scatter as well as back-scatter, we propose a multi-task approach for joint back- and forward-scatter estimation by combining X-ray physics with neural networks. We show that, in theory, highly accurate scatter estimation in both cases is possible. In addition, we identify research directions for our multi-task framework and learning-based scatter estimation in general.
",2020/9/29,2,10.1007/978-3-030-59713-9_20
Endo-Sim2Real - Consistency Learning-Based Domain Adaptation for Instrument Segmentation.,"[{'@pid': '188/6278', 'text': 'Manish Sahu'}, {'@pid': '271/0881', 'text': 'Ronja Str?msd?rfer'}, {'@pid': '64/1706-3', 'text': 'Anirban Mukhopadhyay 0003'}, {'@pid': '42/294', 'text': 'Stefan Zachow'}]","['Endoscopicinstrumentsegmentation', 'Unsuperviseddomainadaptation', 'Self-supervisedlearning', 'Consistencylearning']","Surgical tool segmentation in endoscopic videos is an important component of computer assisted interventions systems. Recent success of image-based solutions using fully-supervised deep learning approaches can be attributed to the collection of big labeled datasets. However, the annotation of a big dataset of real videos can be prohibitively expensive and time consuming. Computer simulations could alleviate the manual labeling problem, however, models trained on simulated data do not generalize to real data. This work proposes a consistency-based framework for joint learning of simulated and real (unlabeled) endoscopic data to bridge this performance generalization issue. Empirical results on two data sets (15 videos of the Cholec80 and EndoVis¡¯15 dataset) highlight the effectiveness of the proposed Endo-Sim2Real method for instrument segmentation. We compare the segmentation of the proposed approach with state-of-the-art solutions and show that our method improves segmentation both in terms of quality and quantity.",2020/9/29,2,10.1007/978-3-030-59716-0_75
A Deformable CRF Model for Histopathology Whole-Slide Image Classification.,"[{'@pid': '76/9743-3', 'text': 'Yiqing Shen 0003'}, {'@pid': '192/3852', 'text': 'Jing Ke'}]","['Deformableconditionalrandomfield', 'Auto-labelling', 'Spatialcorrelation', 'Whole-slideimage']","To detect abnormality from histopathology images in a patch-based convolutional neural network (CNN), spatial context is an important cue. However, whole-slide image (WSI) is characterized by high morphological heterogeneity in the shape and scale of tissues, hence a simple visual span to a larger context may not well capture the information associated with the central patch or disease of interest. In this paper, we propose a Deformable Conditional Random Field (DCRF) model to learn the offsets and weights of neighboring patches in a spatial-adaptive manner. Additionally, rather than using regularly tessellated or overlapped patches, we localize patches with more powerful feature representations by the adaptively adjusted offsets in a WSI. Both the employment of DCRF for better feature extraction from spatial sampling patches, as well as utilization of the auto-generated patches as training input, can achieve performance improvement in the target task. This model is feasible to the widespread annotation strategies in histopathology images, either with a contoured region of interest (ROI) or patch-wise multi-tissue labels. The proposed model is validated on the patient cohorts from The Cancer Genome Atlas (TCGA) dataset and the Camelyon16 dataset for performance evaluation. The experimental results demonstrate the advantage of the proposed model in the classification task, by the comparison against the baseline models.",2020/9/29,2,10.1007/978-3-030-59722-1_48
Deep Active Learning for Breast Cancer Segmentation on Immunohistochemistry Images.,"[{'@pid': '160/3613', 'text': 'Haocheng Shen'}, {'@pid': '176/2936', 'text': 'Kuan Tian'}, {'@pid': '83/8502', 'text': 'Pei Dong'}, {'@pid': '29/4190', 'text': 'Jun Zhang'}, {'@pid': '226/7785', 'text': 'Kezhou Yan'}, {'@pid': '275/6894', 'text': 'Shannon Che'}, {'@pid': '02/1079', 'text': 'Jianhua Yao'}, {'@pid': '250/5974', 'text': 'Pifu Luo'}, {'@pid': '01/2095', 'text': 'Xiao Han'}]","['IHCimages', 'Activelearning', 'Segmentation']","Immunohistochemistry (IHC) plays an essential role in breast cancer diagnosis and treatment. Reliable and automatic segmentation of breast cancer regions on IHC images would be of considerable value for further analysis. However, the prevalent fully convolutional networks (FCNs) suffer from difficulties in obtaining sufficient annotated training data. Active learning, on the other hand, aims to reduce the cost of annotation by selecting an informative and effective subset for labeling. In this paper, we present a novel deep active learning framework for breast cancer segmentation on IHC images. Three criteria are explicitly designed to select training samples: dissatisfaction, representativeness and diverseness. Dissatisfaction, consisting of both pixel-level and image-level dissatisfaction, focuses on selecting samples that the network does not segment well. Representativeness chooses samples that can mostly represent all the other unlabeled samples and diverseness further makes the chosen samples different from those already in the training set. We evaluate the proposed method on a large-scale in-house breast cancer IHC dataset and demonstrate that our method outperforms the state-of-the-art suggestive annotation (SA)
[1] and representative annotation (RA)
[5] on two test sets and achieves competitive or even superior performance using 40% of training data to using the full set of training data.",2020/9/29,2,10.1007/978-3-030-59722-1_49
One Click Lesion RECIST Measurement and Segmentation on CT Scans.,"[{'@pid': '20/8578', 'text': 'Youbao Tang'}, {'@pid': '28/7692-6', 'text': 'Ke Yan 0006'}, {'@pid': '67/4008-6', 'text': 'Jing Xiao 0006'}, {'@pid': '25/2710', 'text': 'Ronald M. Summers'}]","['LesionRECISTestimation', 'Lesionsegmentation', 'One-clickhumanguidance', 'CTscans']","In clinical trials, one of the radiologists¡¯ routine work is to measure tumor sizes on medical images using the RECIST criteria (Response Evaluation Criteria In Solid Tumors). However, manual measurement is tedious and subject to inter-observer variability. We propose a unified framework named SEENet for semi-automatic lesion SEgmentation and RECIST Estimation on a variety of lesions over the entire human body. The user is only required to provide simple guidance by clicking once near the lesion. SEENet consists of two main parts. The first one extracts the lesion of interest with the one-click guidance, roughly segments the lesion, and estimates its RECIST measurement. Based on the results of the first network, the second one refines the lesion segmentation and RECIST estimation. SEENet achieves state-of-the-art performance in lesion segmentation and RECIST estimation on the large-scale public DeepLesion dataset. It offers a practical tool for radiologists to generate reliable lesion measurements (i.e. segmentation mask and RECIST) with minimal human effort and greatly reduced time.",2020/9/29,2,10.1007/978-3-030-59719-1_56
